pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1785925102.37,446,0,0,0,0,1,heartbeat,0,61.77,0.1,638.28,1.6,1,37.496563,126.957848,0.169,149.0,1,0.292,308.57
1785925103.411,456,0,0,0,0,1,heartbeat,0,60.95,0.48,127.66,1.6,1,37.496567,126.957848,0.336,149.12,1,0.289,308.57
1785925104.452,466,0,0,0,0,1,heartbeat,0,60.81,0.24,253.68,1.6,1,37.496563,126.957848,0.192,0.0,1,0.225,308.57
1785925105.501,476,0,0,0,0,1,heartbeat,0,60.47,0.31,196.04,1.6,1,37.496563,126.957848,0.09,0.0,1,0.284,308.57
1785925106.549,487,0,0,0,0,1,heartbeat,0,58.62,1.24,47.22,3.99,1,37.496563,126.957848,0.05,0.0,1,0.441,308.57
1785925107.588,497,0,0,0,0,1,heartbeat,0,55.27,2.34,23.66,4.92,1,37.496567,126.95784,0.03,0.0,1,0.603,334.85
1785925108.63,507,0,0,0,0,1,heartbeat,0,53.45,1.92,27.81,2.6,1,37.496571,126.95784,0.028,0.0,1,0.744,355.63
1785925109.67,517,0,0,0,0,1,heartbeat,0,51.77,1.63,31.82,2.6,1,37.496571,126.95784,0.021,0.0,1,0.906,35.0
1785925110.712,527,0,0,0,0,1,heartbeat,0,50.73,1.29,39.47,2.6,1,37.496574,126.957832,0.018,0.0,1,0.94,57.28
1785925111.75,537,0,0,0,0,1,heartbeat,0,50.21,0.62,81.4,2.6,1,37.496574,126.957832,0.028,0.0,1,0.892,65.33
1785925112.754,546,0,0,0,0,1,heartbeat,0,49.87,0.48,103.06,2.6,1,37.496578,126.957832,0.027,0.0,1,0.847,67.82
1785925113.802,556,0,0,0,0,1,heartbeat,0,49.15,0.59,83.02,2.6,1,37.496578,126.957832,0.05,214.19,1,0.896,74.65
1785925114.85,566,0,0,0,0,1,heartbeat,0,48.44,0.64,75.45,2.6,1,37.496582,126.957832,0.069,206.59,1,0.766,77.58
1785925115.905,576,0,0,0,0,1,heartbeat,0,48.1,0.45,106.12,2.6,1,37.496578,126.957825,0.062,0.0,1,0.582,78.66
1785925116.948,586,0,0,0,0,1,heartbeat,0,46.94,0.9,52.37,2.6,1,37.496582,126.957825,0.103,339.58,1,0.521,79.36
1785925117.993,596,0,0,0,0,1,heartbeat,0,44.81,1.56,28.67,2.6,1,37.496586,126.957825,0.145,339.58,1,0.546,80.11
1785925119.038,607,0,0,0,0,1,heartbeat,0,42.38,2.0,21.23,10.35,1,37.496593,126.957825,0.141,0.0,1,0.516,80.3
1785925120.081,617,0,0,0,0,1,heartbeat,0,40.6,1.83,22.2,13.0,1,37.496597,126.957825,0.119,0.0,1,0.471,80.3
1785925121.125,627,0,0,0,0,1,heartbeat,0,39.85,1.16,34.47,4.2,1,37.496597,126.957817,0.079,0.0,1,0.417,80.3
1785925122.169,637,0,0,0,0,1,heartbeat,0,39.62,0.65,60.58,4.2,1,37.496597,126.957817,0.061,0.0,1,0.386,80.3
1785925123.203,647,0,0,0,0,1,heartbeat,0,39.16,0.52,75.04,4.2,1,37.496601,126.957809,0.146,0.0,1,0.301,80.3
1785925124.243,657,0,0,0,0,1,heartbeat,0,38.58,0.56,68.59,4.2,1,37.496605,126.957802,0.305,0.0,1,0.197,80.3
1785925125.181,666,1,1,0,0,1,change,0,37.96,0.6,63.1,21.0,1,37.496605,126.957802,0.292,0.0,1,0.157,80.3
1785925126.181,675,1,1,1,0,1,heartbeat,0,37.41,0.58,63.95,4.2,1,37.496605,126.957794,0.233,43.72,1,0.203,80.3
1785925127.229,685,1,1,1,0,1,heartbeat,0,37.16,0.4,93.47,4.2,1,37.496605,126.957794,0.152,43.72,1,0.286,80.3
1785925127.661,688,0,0,1,0,1,change,0,36.98,0.4,92.98,4.2,1,37.496605,126.957794,0.12,45.38,1,0.315,80.3
1785925128.696,699,0,0,1,0,1,heartbeat,0,36.59,0.42,86.89,4.2,1,37.496609,126.957794,0.089,44.9,1,0.324,80.3
1785925129.745,709,0,0,0,0,1,heartbeat,0,36.09,0.44,82.75,4.2,1,37.496609,126.957794,0.079,0.0,1,0.381,80.3
1785925130.677,717,1,1,0,0,1,change,0,35.76,0.38,93.4,21.0,1,37.496609,126.957794,0.051,0.0,1,0.391,80.3
1785925131.716,728,1,1,1,0,1,heartbeat,0,35.7,0.21,173.44,4.2,1,37.496609,126.957794,0.045,42.38,1,0.288,80.3
1785925132.769,738,1,1,1,0,1,heartbeat,0,35.56,0.15,235.95,4.2,1,37.496609,126.957794,0.04,42.38,1,0.242,80.3
1785925133.204,743,0,0,1,0,1,change,0,35.56,0.11,323.66,4.2,1,37.496609,126.957794,0.04,43.64,1,0.211,80.3
1785925134.206,752,0,0,0,0,1,heartbeat,0,35.0,0.37,93.32,4.2,1,37.496613,126.957787,0.041,43.44,1,0.19,80.3
1785925135.252,762,0,0,0,0,1,heartbeat,0,34.82,0.24,147.19,4.2,1,37.496613,126.957787,0.041,0.0,1,0.163,80.3
1785925136.222,772,1,1,0,0,1,change,0,34.89,0.06,560.38,21.0,1,37.496613,126.957787,0.037,0.0,1,0.13,80.3
1785925137.238,781,1,1,1,0,1,heartbeat,0,34.93,0.01,5741.74,4.2,1,37.496613,126.957787,0.034,43.77,1,0.157,80.3
1785925138.285,791,1,1,1,0,1,heartbeat,0,34.91,0.03,1382.44,4.2,1,37.496616,126.957787,0.023,43.77,1,0.157,80.3
1785925138.498,793,0,0,1,0,1,change,0,34.72,0.15,232.11,4.2,1,37.496616,126.957779,0.017,43.88,1,0.157,80.3
1785925139.529,803,0,0,0,0,1,heartbeat,0,34.27,0.29,119.86,4.2,1,37.496616,126.957779,0.019,43.96,1,0.157,80.3
1785925230.794,1678,0,0,0,0,1,heartbeat,0,128.14,-0.12,9999.0,0.0,1,37.49662,126.957802,0.032,0.0,1,0.075,0.0
1785925231.82,1690,0,0,0,0,1,heartbeat,0,128.2,-0.08,9999.0,0.0,1,37.49662,126.957802,0.026,0.0,1,0.724,305.66
1785925232.861,1700,0,0,0,0,1,heartbeat,0,128.18,-0.02,9999.0,0.0,1,37.49662,126.957802,0.035,0.0,1,0.724,305.66
1785925233.903,1710,0,0,0,0,1,heartbeat,0,134.8,-4.74,9999.0,0.0,1,37.49662,126.957809,0.021,0.0,1,0.66,305.66
1785925234.943,1720,0,0,0,0,1,heartbeat,0,169.08,-18.69,9999.0,0.0,1,37.49662,126.957809,0.012,0.0,1,0.35,305.66
1785925235.985,1730,0,0,0,0,1,heartbeat,0,171.33,-9.01,9999.0,0.0,1,37.496616,126.957809,0.017,0.0,1,0.504,303.18
1785925237.027,1740,0,0,0,0,1,heartbeat,0,167.01,-1.7,9999.0,0.0,1,37.496616,126.957809,0.019,0.0,1,0.504,289.55
1785925240.797,1776,0,0,0,0,1,heartbeat,0,89.02,47.53,1.87,11.0,1,37.496613,126.957809,0.017,0.0,1,0.283,0.0
1785925241.815,1786,0,0,0,0,1,heartbeat,0,72.3,29.22,2.47,10.0,1,37.496613,126.957817,0.013,0.0,1,0.391,0.0
1785925242.892,1795,0,0,0,0,1,heartbeat,0,78.94,7.93,9.95,4.2,1,37.496613,126.957817,0.029,0.0,1,0.391,0.0
1785925246.844,1834,0,0,0,0,1,heartbeat,0,49.58,20.63,2.4,11.0,1,37.496605,126.957817,0.04,0.0,1,0.216,0.0
1785925247.848,1844,0,0,0,0,1,heartbeat,0,42.37,12.69,3.34,8.6,1,37.496605,126.957817,0.026,0.0,1,0.367,0.0
1785925248.89,1854,0,0,0,0,1,heartbeat,0,44.48,4.07,10.93,4.2,1,37.496605,126.957817,0.011,0.0,1,0.371,0.0
1785925249.933,1864,0,0,0,0,1,heartbeat,0,44.0,2.65,16.58,2.6,1,37.496605,126.957817,0.014,0.0,1,0.371,0.0
1785925250.969,1874,0,0,0,0,1,heartbeat,0,37.16,4.44,8.37,5.8,1,37.496605,126.957817,0.018,0.0,1,0.323,0.0
1785925251.97,1883,0,0,0,0,1,heartbeat,0,36.65,2.15,17.04,4.2,1,37.496601,126.957817,0.025,0.0,1,0.323,0.0
1785925253.014,1893,0,0,0,0,1,heartbeat,0,34.78,2.36,14.71,4.2,1,37.496601,126.957817,0.017,0.0,1,0.337,0.0
1785925254.051,1903,0,0,0,0,1,heartbeat,0,30.81,2.91,10.59,5.8,1,37.496601,126.957817,0.007,0.0,1,0.262,0.0
1785925255.09,1913,0,0,0,0,1,heartbeat,0,30.12,1.57,19.16,4.2,1,37.496601,126.957817,0.015,0.0,1,0.197,0.0
1785925256.129,1921,0,0,0,0,1,heartbeat,0,30.43,0.56,54.18,4.2,1,37.496601,126.957825,0.021,0.0,1,0.17,0.0
1785925257.177,1933,0,0,0,0,1,heartbeat,0,30.38,0.26,118.56,19.28,1,37.496601,126.957825,0.012,0.0,1,0.17,0.0
1785925257.284,1934,1,1,0,0,1,change,0,30.39,0.23,133.38,21.0,1,37.496601,126.957825,0.013,0.0,1,0.17,0.0
1785925258.329,1944,1,1,1,0,1,heartbeat,0,27.2,2.03,13.43,4.2,1,37.496605,126.957825,0.018,0.0,1,0.183,0.0
1785925259.379,1954,1,1,1,0,1,heartbeat,0,25.12,1.81,13.88,4.2,1,37.496605,126.957825,0.013,0.0,1,0.183,0.0
1785925259.82,1959,0,0,1,0,1,change,0,25.0,1.35,18.58,4.2,1,37.496605,126.957825,0.013,41.97,1,0.183,0.0
1785925260.842,1968,0,0,0,0,1,heartbeat,0,25.59,0.26,98.44,14.37,1,37.496605,126.957832,0.021,41.97,1,0.183,0.0
